TweetId,AltText,conveysMeaning,axisInfo,axisOrValueScale,plotType,repeatTitle,TitleText,,OtherText,AnnotationNotes,,,
1375900211109855239,"infographic showing guidelines for writing alt-text for graphs and data visualizations. the graphic suggests to be concise, state the chart type, describe the data and significant trends, and include a link to the data source.",1,NA,NA,1,0,NA,,NA,NA,,,
1375892344604528640,"Since 1970, the United States has voted yes less frequently then most other countries in the U.N. General Assembly. For each issue, the main graph shows a box plot of the percent of yes votes made by each country; the point represents the United States. The line below the main graph represents the number of votes on each issue over time. There is a set of graphs for each of the six issues: colonialism, economic development, human rights, Palestinian conflict, arms control and disarmament, and nuclear weapons' and nuclear material.",1,0,0,0,1,"Since 1970, the United States has voted yes less frequently then most other countries in the U.N. General Assembly.",,"For each issue, the main graph shows a box plot of the percent of yes votes made by each country; the point represents the United States. The line below the main graph represents the number of votes on each issue over time.",NA,,,
1375870980246081537,"Bar chart showing voting data results of United Nations members. In 1996, the members voted on whether World Television Day would be recognized annually on 21 November for its impact on communication. There were only 11 countries that voted to abstain from voting compared to 141 countries that voted yes. Country names are listed in their respective bar.

Data source is Harvard Dataverse: https://dataverse.harvard.edu/dataset.xhtml?persistentId=hdl:1902.1/12379",0,NA,NA,1,0,NA,,NA,NA,,,
1375843830197481476,"Donut charts showing the proportion of yes, no and abstain votes by G7 nations at the UN. Key takeaways: US was the only nation which voted ""no"" the most and France abstained from voting 30% of the time.",1,NA,0,1,0,NA,,NA,NA,,,
1375828667239178244,"Bar chart of tweets tagged with TidyTuesday hashtag for the past week, with the day of the week on the x axis and count on the y axis. There were a total of 165 TidyTuesday tagged tweets between 2021-03-20 and 2021-03-27. Sunday had 14 tweets, Monday had 16 tweets, Tuesday had 40 tweets, Wednesday had 35 tweets, Thursday had 28 tweets, Friday had 15 tweets, and Saturday had 17 tweets.",1,1,1,1,0,NA,,NA,NA,,,
1375701981281583106,Bar plot showing number of UN votes by issue,0,1,0,1,0,NA,,NA,NA,,,
1375547821017985035,"Show are two charts in a single graphic illustrating United States voting patterns on UN resolutions from 1946 to 2019. The top chart represents each vote as a vertical stripes with red for yes votes, blue for no vote and grey for abstentions. The  the bottom chart depicts the percentages between three ballot choices with the same colour categories as the first graphic, showing the United states voting no 54.7% of the time; voting yes 26.2% of the time and abstaining 19.2% of the time.""",1,1,1,1,9,NA,,NA,NA,,,
1375251291035828224,alt1,0,0,0,0,0,TidyTuesday,,NA,This was a test that Tom ran when learning how to include alt text in automated tweets posted by the {rtweet} package,,,
1374564907052634116,"Visualization of video game data, showing a multicolor graph of the average peak percentage of players divided by the highest number of players at a single time.",0,0,0,0,0,NA,,NA,NA,,,
1374441681752264708,United Nations General Assembly Voting. Vertical shift of characters shows the relative frequency of issues voted on by decade. Bold indicates the most voted-on issue for each decade.,0,0,0,0,0,NA,,NA,NA,,,
1374387746060394502,"Three scatter point plots showing IMDB ratings for the office seasons, one showing basic scatter plot, the second showing the points using the jitter function, and the last using a beeswarm function",0,0,0,1,0,NA,,NA,NA,,,
1374374626223140864,"A stylized banner titled ""TidyTuesday"" with subtitle ""A weekly data project in R from the R4DS online learning community"". The text is in white font over a black paint strokes. Underneath is visible a diagram of ""tidy data"" showing a spreadsheet and labels ""variables"" with arrows spanning columns, ""observations"" with arrows spanning rows, and ""values"" with circles over individual cells.",NA,NA,NA,NA,NA,TidyTuesday,,NA,NA,,,
1373628620183326721,"Heatmap visualization of the highest number of simultaneous players on The Sims 3 per month, 2013 - 2020. X-axis: Months from January to December, Y-axis: Years 2013 - 2020. Blue background with shades of green representing the peak number of players each month. Highest: March 2020 (10,426 players). Lowest: October 2013 (1,538 players). Title is in the Sims language ""Simlish"".",1,1,1,1,0,NA,,NA,NA,,,
1372632317777350659,Top 10 simultaneous players in on-line games. Player unknow's battleground had over of 3 million people playing at the same time in january 2018.,0,0,0,0,0,NA,,NA,NA,,,
1371877849221591045,Overall median number of concurrent players is higher during the pandemic,1,0,0,0,0,NA,,NA,NA,,,
1371861913647247361,"A plot inspired by Atari breakout with rows of boxes on the top for each month of the year between 2012 and 2020. Each row of tiles is a year and each tile is a month. Each tile is filled to indicate the game that month that had the highest number of players playing the game at the same time (peak players). Dot 2 had the most months with the max peak players, at 68 months. The highest peak player count was over 3 million in January 2018 for PlayerUnknown's Battleground.",1,1,1,1,0,NA,,NA,NA,,,
1367888582048948231,Composite plot showing feature appearance in Super Bowl ads by brand and by year. The features were identified by FiveThirtyEight (article link: https://projects.fivethirtyeight.com/super-bowl-ads/),0,0,0,1,0,NA,,NA,NA,,,
1366968405664874499,Composite plot showing feature appearance in Super Bowl ads by brand and by year. The features were identified by FiveThirtyEight (article link: https://projects.fivethirtyeight.com/super-bowl-ads/),NA,NA,NA,NA,NA,NA,,NA,NA,,,
1366806779326124032,"A stream graph depicting characteristics of Superbowl ads from 2000-2020, including: animals, celebrity, danger, funny, patriotic, showing the product quickly, and sex. Each characteristic is indicated in a shade of red/orange on a navy background. Funny commercials make up a large proportion, same with quick product placement",1,0,0,1,0,Superbowl Ad Characteristics,,Proportion of characteristics featured in the commercials from the last 21 Superbowls (2000-2020). The 10 brands t hat aired the mosts ad spots were included in the dataset. Showing the product quickly and including humor are fairly consistently utilized.,NA,,,
1366740217634443274,Composite plot showing feature appearance in Super Bowl ads by brand and by year. The features were identified by FiveThirtyEight (article link: https://projects.fivethirtyeight.com/super-bowl-ads/),0,0,0,1,0,NA,,NA,NA,,,
1366094947884138497,"The Current Population Survey (CPS) is a monthly survey of households conducted by the U.S. Bureau of Census for the Bureau of Labor Statistics. It provides a comprehensive body of data on the labor force, employment, unemployment, persons not in the labor force, hours of work, earnings, and other demographic and labor force characteristics. The following visualizations show the overall number (as a bar chart) and distribution (as a waterfall chart) per industry in 2020 for each of the three races within the survey: white, black or african american and asian. The industries are sorted by the number of employed persons overall.",0,0,0,1,0,NA,,NA,NA,,,
1364826686949257216,Starburst plot showing the ratio of men employees to women employees in 2020 by industry.,0,0,0,1,0,NA,,NA,NA,,,
1364459864504684544,"A visualization representing the pay disparities between white and Black women. The white women's median weekly earnings is represented by a grey square while the black women's median weekly earnings is represented by a white square. Over time both groups earnings increase, but the black women's earnings is always less. ",1,1,0,0,0,NA,,NA,NA,,,
1363921440991494144,"TidyTuesday data viz shared as part of the the #DuBoisChallenge last week, arranged in a tile view. Source: tiny.cc/notion-dataviz",0,0,0,0,0,NA,,NA,This image did not have data viz,,,
1362366211040940032,Replication of Du Bois chart showing assessed value of furniture owned by Georgia Blacks in the end of the 19th century.,0,0,0,0,1,Assessed Value of Household and Kitchen Furniture Owned by Georgia Negroes.,,NA,NA,,,
1362135251972022272,"A bar graph depicting conjugal conditions in 1900 between German and Negro populations, Age ranges 15-40, 40-60 and 60+. Germany had more single young people. The majority of each population was married.",0,1,0,1,0,NA,,NA,NA,,,
1361820837821767681,Data visualizations shown in a grid layout in the 2021 TidyTuesday database: tiny.cc/notion-dataviz,0,0,0,0,0,NA,,NA,NA,,,
1361733287564181507,"Recreation of Du Bois' Plate 10, [The Georgia Negro] Conjugal condition, a graph showing the marital status by age of African Americans compared to Germans",0,1,0,0,0,NA,,NA,NA,,,
1361630455519444996,"A pie chart comparing the occupational status of ""negroes and whites"" in Georgia, hand-printed by DuBois. A recreation using modern graphing tools is shown next to it, which is close but imperfect.",0,NA,NA,1,0,NA,,NA,NA,,,
1361042299501776897,A plot of average family student loan debt by year and race,0,0,0,0,0,NA,,NA,NA,,,
1360687829345472512,"There are five plots showing different wealth metrics for Black, Hispanic, and White populations in the United States in 1989 and 2016. The top plot extends across the width of the image and shows the percent of people by race in each income bracket; the distribution of income is skewed towards the lower end of income brackets for the Black and Hispanic population and towards the higher end of the income brackets for the white population. The lower section of the image has four slope line plots showing home ownership percentages, average family wealth, family liquid retirement savings, and family student loan debt for Black, Hispanic, and white populations in 1989 and 2016. The white population was better off in all of the metrics in 1989 and has increased wealth at a much higher rate than the Black and Hispanic populations. All three populations have experienced increased student loan debt, but the Black population has the highest average family student loan debt in 2016.",1,1,0,1,0,Wealth Inequality in the United States,,NA,NA,,,
1359596795240800257,"Time series graphs showing the average student debt for white, black and hispanic families in the US from the 1990s through to the late 2010s. The percentage of families with student debt are shown using gibbous charts, similar to pie charts. The average black family's student debt overtook the average white family's in the 2000s, in part due to a greater percentage of black families having student debt since then.",1,0,0,0,0,NA,,NA,NA,,,
1359577470379429888,Wealth and income inequality in USA,0,0,0,0,0,Wealth & income inequality in the USA,,NA,NA,,,
1358527015708733448,"Chart with lines showing the proportion of the US population aged 25+ that are high school and college graduates from 1910 to 2016, with bars ascending/descending from the line to show the difference between white and black Americans.",0,1,1,1,0,NA,,NA,NA,,,
1357004923045629964,Dumbbell plot showing the differences in total number of enrolled students by gender,0,0,0,1,0,NA,,NA,NA,,,
1356809290468626434,A visualization showing multiple bars displayed in a radial half circle. Each bar represents the proportion of individuals enrolled at HBCUs that are women vs. men. You can see that consistently from 1976 to 2015 the proportion of women enrolled is much larger than the proportion of men.,1,NA,NA,1,9,NA,,NA,NA,,,
1356628106790985728,Screenshot of R code to clean HBCU Enrollment data from Tidy Tuesday,NA,NA,NA,NA,NA,NA,,NA,Image is a code gist,,,
1355592224990502916,"Infographic of the 2020 Break Free From Plastic Brand Audit report which covers 575 audits in 55 countries involving 14,794 volunteers collecting 346,494 items of plastic waste. 47,078 of these items came from just 9 companies: The Coca Cola Company, PepsiCo, Nestle, Unilever, Mondelez International, Mars Incorporates, Procter Gamble, Philip Morris International and Colgate Palmolive.",1,0,0,0,0,NA,,NA,NA,,,
1355585388140589059,"Plastic waste is collected by volunteers around the world at Break Free from Plastic cleanup events. Volunteers track the number and types of plastic found by company. This alluvial plot shows the volume of plastic by type and company collected at events in 2020, for the  six companies with the most plastic found over all the events.",0,1,0,1,0,NA,,NA,NA,,,
1355553825034264581,Faceted bar chart about top companies within each geographical region by pieces of plastic pollution collected by BFFP volunteers,0,0,0,1,9,NA,,NA,NA,,,
1355021511434887173,"top_10_plastic_producers <- plastics %>% 
  filter (!parent_company %in%  c(""Unbranded"",""null"", ""Grand Total"") ) %>% 
  group_by(parent_company) %>% 
  count() %>% 
  arrange(desc(n)) %>% 
  filter(n >= 35) %>% 
  pull(parent_company)
  

plastics %>% 
  filter(parent_company %in% top_10_plastic_producers ) %>% 
  select(parent_company, hdpe:pvc, -o)  %>% 
  group_by(parent_company) %>% 
  summarise(total_plastic ...",NA,NA,NA,NA,NA,NA,,NA,NA,,,
1354206697951137792,"A pictograph where each picture represents one of six types of plastic found. In the visualization, polyester plastic is the most found plastic pollution type and PVC is the least. ",1,NA,NA,0,0,NA,,NA,NA,,,
1354170866838491138,"Data visualization: Where does all this plastic pollution come from? Brand audits in 2020 revealed that out of 53 participating countries, the top plastic pollution source was The Coca-Cola Company in 18 countries. The second highest source (Philip Morris International) was the top source in 5 countries. A world map on a light blue background. Countries shaded yellow have Coca-Cola as their number 1 plastic pollution source (including Argentina, Australia, Benin, Brazil, Bulgaria, El Salvador, Italy, Kenya, Malaysia, Mexico, Montenegro, Nigeria, Romania, South Africa, Switzerland, Tanzania, Thailand, and Ukraine). Countries with other top pollution sources are shaded dark blue. Created by @kllycttn, Data from Break Free From Plastic, #TidyTuesday",1,NA,NA,1,0,NA,,NA,NA,,,
1354045224230805505,Plots showing the proportions of different types of plastic found during cleanups in nine different countries. ,0,0,0,0,0,NA,,NA,NA,,,
1353097336352878593,A graph of the street population of Kenya's counties as recorded by the 2019 Kenyan Population and Household Census.,0,1,0,0,0,NA,,NA,NA,,,
1352006912922017792,"Dumbbel dot plot showing the number of urban and rural population in Kenya's counties. Only four counties in Kenya have a predominant urban population, this are: Nairobi (Kenya's capital), Kiambu, Mombasa and Kajiado. The other 43 counties have a predominant rural population.",1,NA,NA,1,0,Kenya's Urban VS Rural Population,,Kenya's urban and rural population by county. The county's color is determined by the predominant type of population in said county.,NA,,,
1351743207567028226,A bar graph showing the population in each county in Kenya in 2019 with the portion of the population that identified as female highlighted in purple.,0,1,0,1,0,NA,,NA,NA,,,
1351665628013355008,cool plot!,0,0,0,0,0,Avocados From Kenya,,NA,NA,,,
1351578950330441731,A map of Kenya showing the differences in the proportion of males and females attending university.,0,NA,NA,1,0,NA,,NA,NA,,,
1351333291362807809,Donut chart with 7091 slices containing the 10 dominant colours in each 7091 watercolours in the Tate collection,0,NA,NA,1,0,NA,,NA,NA,,,
1350002183744454656,"Plot showing number of acquisitions of works of art by Tate by year, from 1823 to 2013",0,1,0,0,0,NA,,NA,Image is not a data viz,,,
1349818563469561856,"A bar graph showing the colors used by Turner in his oil paint on canvas works over time by year. Turner uses mostly shades of brown and green. In 1827, he brings in many shades of blue, and in 1829, he is focused in shades of yellow, orange, and brown.",1,1,0,1,0,Most Used Colors in Turner's Oil Paint on Canvas Works,,NA,NA,,,
1349728938268962816,"The Notion 2018 TidyTuesday database showing a gallery of all the data visualizations in the collection, organized in a grid",NA,NA,NA,NA,NA,NA,,NA,Image is not a data viz,,,
1349510952312455168,"A bar graph showing the colors used by Turner in his oil paint on canvas works over time by year. Turner uses mostly shades of brown and green. In 1827, he brings in many shades of blue, and in 1829, he is focused in shades of yellow, orange, and brown.",NA,NA,NA,NA,NA,Most Used Colors in Turner's Oil Paint on Canvas Works by Year,,NA,NA,,,
1349428702602436608,"By 2013, more than half of the pieces in the Tate artwork collection were made after 1950.",1,0,0,0,0,The Ever-Changing Composition of the Tate Artwork Collection,,"Sin Henry Tate foundedd the National Gallery of British of Art in 1897, known today as Tate Britain. The institution further established Tate Liverpool (1988), Tate St Ives (1993), and Tate Modern (2000). In 1900, the artwork collection included 830 pieces: 255 from pre-1800s, 303 from 1800-1849, and 272 from 1850-1899. By 2013, the collection had grown to 25,000 pieces, more than half of which were made after 1950.",NA,,,
1349389579799949312,Data visualization from week 3 of TidyTuesday: flowers representing the pieces of artwork in the Tate collections.,0,0,0,0,1,The Blossoming Art Of The Tate Galleries,,Each dandelion seed is a piece of artwork that was created during the corresponding 50-year period. The height of the flower also rises with the number of pieces in the period (on a log scale). The geographic diversity of artists has exploded since the late 19th century.,NA,,,
1349347916629086208,"Data visualization: 100 Years of Art at the Tate Museum.From 1914-2014, over 2000 artists had at least one piece of art acquired by the museum while they were still alive. Each small dot below represents an artist whose art was acquired by the Tate, the year and the artist's age at acquisition. Each larger dot represents the average age of all artists for that year. Created by @kllycttn, Data from Tate Art Museum, #TidyTuesday",0,NA,NA,0,0,100 Years of Art at the Tate Museum,,"From 1914-2014, over 2000 artists had at least one piece of art acquired by the museum while they were still alive. Each small dot below represents an artist whose art was acquired by the Tate, the year and the artist's age at acquisition. Each larger dot represents the average age of all artists for that year.",NA,,,
1349286641807056896,"Plot showing number of acquisitions of works of art by Tate by year, from 1823 to 2013",0,1,0,0,0,Artwork acquisitions by Tate,,NA,NA,,,
1347670774044389376,"Screenshot of the Notion database showing a gallery of all the data visualizations in the collection, organized in a grid",NA,NA,NA,NA,NA,NA,,NA,Image is not a data viz,,,
1346942495008018432,A plot showing the construction durations for the most expensive transit-infrastructure projects from each country. The United States spends far more per km of infrastructure than any other country.,1,0,0,0,0,Transit-infrastructure Costs,,NA,NA,,,
1346926036231933952,Tidy tuesday bar plot showing the prices of different Tokyo railways.,0,0,0,1, ,Railways of Tokyo,,NA,NA,,,
1346663435468234752,"Data visualization with data from the Transit Costs Project. Title: Longest transit projects worldwide: How much is done? Subtitle: Percent of the line length completed for the top 20 transit projects. The longest project is the Paris GPX, started in 2017 and 80% completed.",1,0,0,0,0,Longest transit projects worldwide: How much is done?,,NA,NA,,,
1346194449613926400,"Unless we test this statistically we can't really be sure of the nature of the relationship between the poverty rates and the dropout rates from secondary schools. This is rendered using data from the Tunisian government, and done with ggplot2.",0,0,0,0,0,NA,,NA,There are two subplots but no title for the overall data viz,,,
1341696214115475456,Big Macs per capita,0,0,0,0,0,Big Macs Per Capita,,NA,NA,,,
1341536395307978752,"Chart showing changes in price of big macs from 2000 to 2020 for select countries. In most countries prices increased (in roughly 1/2 countries it increases more than 10%, in 1/4 it stays within 10% change, and 1/4 it decreases for more than 10%). In Switzerland Big Macs are most expensive, while least expensive in Russia and South Africa. Australia, Thailand, and Chezch Republic have the larges relative increase; price decreased in lesser percent, but most in Argentina, Taiwan and Mexico. Three countries in which the price changed the least are Denmark, Russia, and South Africa. Prices were adjusted to today’s dollars.",1,0,0,0,0,Just plain old burgers,,NA,NA,,,
1341517632349073408,Big Mac Index visualization. The Economist's Big Mac Index is based on the idea of Purchasing Power Parity (PPP). It is designed to be a fun indicator of whether a currency is under- or over-valued.,0,0,0,0,0,Big Mac Index,,"The Economist's Big Mac Index is based on the idea of Purchasing Power Parity (PPP), that over time a country's currency should tend towards having the same buying power as another's, given an identical basket of goods. Big Macs are highly standardized, which makes them surprisingly good indicator for purchsing power. Using the cost of a local Big Mac relative to how much it ""should"" cost given the USD exchange rate and the cost of a Big Mac in the US, Economists have a fun indicator for whether a currency is over- or under-valued. This Graphic shows the (GDP-adjusted) Big Mac indices to illustrate how over- or under-valued a currenty appears to be.",NA,,,
1337130331862945792,Plot that shows number of times the top 10 words were used to describe the 100 most influential women of 2020.,0,0,0,0,1,Top words used to describe the 100 most influential women of 2020,,NA,NA,,,
1334321220540624896,A map of the postal regions in Toronto (postal regions are determined by the first 3 characters of a postal code). The region is shaded a lighter or darker shade of red based on the average occupancy of shelters in the region in 2019. The averages range from 90% to 105% of shelter capacity with the most eastern region in Toronto having the highest average occupancy. Title: Toronto Shelter Occupancy. Subtitle: The average percentage of occupants compared to the capacity of shelters in the city of Toronto in 2019 by postal regions. Caption: @MaiaPelletier | #TidyTuesday | Data source: City of Toronto Open Data Portal {opendatatoronto},1,NA,NA,1,0,Toronto Shelter Occupancy,,NA,NA,,,
1333245669339918336,Roundtrip and one-ways hikes in Washington State,0,0,0,0,1,Roundtrip and one-way hikes in Washington State,,NA,NA,,,
1333125759775375360,"A lollipop chart showing the average rating of hikes with each feature. Hikes that do not allow dogs, feature waterfalls, or have established campsites have the highest average ratings. ",1,NA,NA,1,0,NA,,NA,NA,,,
1331291351393181696,"Data visualization created for TidyTuesday. Title ""Hiking the Creek Lake Mountain Trail, Most common words in Washington State trail names."" Line chart, x-axis words in trail names, y-axis number of occurrences (increasing by 50 from 0 - 300). Most common word is ""lake"", followed by ""creek"" and ""trail"". Created by @kllycttn, data from Washington Trail Association, #TidyTuesday",1,1,1,1,0,Hiking the Creek Lake Mountain Trail,,NA,NA,,,
1331247333510688768,Code snippet to clean Washington Trails dataset for Tidy Tuesday,NA,NA,NA,NA,NA,NA,,NA,This image is a code gist,,,
1326192898849693696,Map of Canadian Maritimes highlighting wind turbine positions,0,NA,NA,1,1,Wind Power Generation in the Maritimes,,"Shown below are the wind turbines built from 2001-2018 as part of larger wind farm projects in Nova Scotia, New Brunswick and Prince Edward Island, also called the Maritimes or the Maritime Provinces of Canada",NA,,,
1324792488662585344,A box plot showing the price distribution of IKEA furniture by category on the left and a horizontal bar graph showing the number of items in each category on the right. Wardrobes are priced highest while TV and media furniture is priced lowest. Tables and desks have the most items in a category while room dividers have the least number of items. The graphs are shown in IKEA blue.,1,0,0,1,0,NA,,NA,"This image has a data viz with subplots, and has no overall title or subtitle",,,
1324757677008969728,Scatterplot with type of furniture on the y axis and price in Saudi Riyals on the x axis. Actual prices are yellow and show a lot of variation. Median prices are blue. The data are arranged from highest median price furniture on the top to lowest median price furniture on the bottom.,1,1,0,1,0,IKEA Furniture,,NA,NA,,,
1323897772165066752,Number of IKEA products by designer gender and category,NA,NA,NA,NA,0,Number of IKEA products designed by female vs male,,NA,NA,,,
1323299114734428160,Bump (rank) plot of Achievement Categories for African American Data,0,0,0,1,0,African-American Achievements,,NA,NA,,,
1322810695587667968,Plot showing the median size and total number of wind turbines by province/territory in Canada,0,0,0,0,0,NA,,"This image includes a pretty bare data viz, with no title or subtitle",NA,,,
1322186597257957376,Wind turbine location and energy capacity by decade (1990s to 2010s),0,0,0,0,0,Breeze to Gale,,Ontario's wind energy capacity has increased significantly in the last 20 years. Each point represents a wind turbine project and its size reprents the project's energy capacity.,NA,,,
1321923595803742208,Plot showing the median size and total number of wind turbines by province/territory in Canada,0,0,0,0,0,Canadian Wind Turbines,,NA,NA,,,
1321787883225796608,"a screenshot of an interactive mapdeck map. The map shows canada and the northern states of the US. the canadian provinces are shaded in different shades of green, indicating how much total wind power capacities they have in megawatts. Ontario and Quebec are shaded in the darkest green tones, indicating that they have the highest capacities. The individual turbines are displayed as little red ""towers"" in the map. most of them are by Lake Erie in Ontario. Other clusters are in the Saint Lorenz delta in Quebec and in Nova Scotia. ",1,NA,NA,1,0,NA,,NA,NA,,,
1320799037042364416,"A data visualization showing beer medals awarded over time; California and Colorado have the highest medal counts, while Wisconsin has shown a sharp decrease in its medal winning since 2009.",0,1,0,0,0,NA,,NA,NA,,,
